hostile_blocked,hostile_forwarded,hostile_generated,id,innocent_blocked,innocent_forwarded,innocent_generated
0,0,0,0,0,0,212
0,0,0,1,0,0,206
0,0,0,2,0,0,216
0,0,0,3,0,0,209
0,0,0,4,0,0,200
0,0,0,5,0,0,222
0,0,0,6,0,0,216
0,0,0,7,0,0,209
0,0,0,8,0,0,201
0,0,0,9,0,0,205
0,0,0,10,0,0,202
0,0,0,11,0,0,203
0,0,0,12,0,0,202
0,0,0,13,0,0,194
0,0,0,14,0,0,207
0,0,0,15,0,0,205
0,0,0,16,0,0,214
0,0,0,17,0,0,214
0,0,0,18,0,0,206
0,0,0,19,0,0,208
